id,quran_ayas_id,quran_ayas_languages_code,number,text
ENAR71,QA71,ENAR,71,"Then after that, you turned away; and were it not for the munificence of Allah and His mercy, you would be among the losers."
ENAR72,QA72,ENAR,72,"And you certainly know of those amongst you who transgressed in the matter of Sabth (Sabbath – Saturday) – We therefore said to them, “Become apes, despised!”"
ENAR73,QA73,ENAR,73,"So We made this incident (of that town) a warning to the surrounding towns (others of their time) and to succeeding generations, and a lesson for the pious."
ENAR74,QA74,ENAR,74,"And (remember) when Moosa said to his people, “Allah commands you to sacrifice a cow”; they said, “Are you making fun of us?” He answered, “Allah forbid that I should be of the ignorant!”"
ENAR75,QA75,ENAR,75,"They said, “Pray to your Lord that He may describe the cow”; said Moosa, “He says that it is a cow neither old nor very young but between the two conditions; so do what you are commanded.”"
ENAR76,QA76,ENAR,76,"They said, “Pray to your Lord that He may reveal its colour to us”; answered Moosa, “Indeed He says it is a yellow cow, of bright colour, pleasing to the beholders.”"
ENAR77,QA77,ENAR,77,"They said, “Pray to your Lord that He may clearly describe the cow to us, we are really in a doubt as to which cow it is; and if Allah wills, we will attain guidance.”"
ENAR78,QA78,ENAR,78,"Said Moosa, “He says, ‘She is a cow not made to work, neither ploughing the soil nor watering the fields; flawless and spotless’; they said, “You have now conveyed the proper fact”; so they sacrificed it, but seemed not to be sacrificing it (with sincerity)."
ENAR79,QA79,ENAR,79,And (remember) when you slew a man and were therefore accusing each other concerning it; and Allah wanted to expose what you were hiding.
ENAR80,QA80,ENAR,80,"We therefore said, “Strike the dead man with a part of the sacrificed cow”; this is how Allah will bring the dead to life, and shows you His signs so that you may understand!"
ENAR81,QA81,ENAR,81,"Then after it, your hearts hardened – so they are like rocks, or even harder; for there are some rocks that rivers gush forth from them; and some that water flows from them when they split asunder; and there are rocks that fall down for the fear of Allah; and Allah is not unaware of your deeds."
ENAR82,QA82,ENAR,82,"So O Muslims, do you wish for the Jews to accept faith in you whereas a group of them used to listen to the Words of Allah, and then after having understood it, purposely changed it?"
ENAR83,QA83,ENAR,83,"And when they meet the believers, they say, “We believe”; but when they are in isolation with one another they say, “You clarify to the believers from what Allah has disclosed to you, so that they may evidence it against you before your Lord? So have you no sense?”"
ENAR84,QA84,ENAR,84,Do they not know that Allah knows all whatever they hide and whatever they disclose?
ENAR85,QA85,ENAR,85,And among them are the unlearned that do not know anything of the Book except to recite something therefrom or parts of their own fabrications; they are in absolute illusion.
ENAR86,QA86,ENAR,86,"Therefore woe is to those who write the Book with their hands; and they then claim, “This is from Allah” in order to gain an abject (worldly) price for it; therefore woe to them for what their hands have written, and woe to them for what they earn with it."
ENAR87,QA87,ENAR,87,"And they said, “The fire will not touch us except for a certain number of days”; say, “Have you taken a covenant from Allah – then Allah will certainly not break His covenant – or do you say something concerning Allah what you do not know?”"
ENAR88,QA88,ENAR,88,"Yes, why not?* The one who earns evil and his sin surrounds him; he is from the people of fire (hell); they will remain in it forever. (You will remain in the fire forever)."
ENAR89,QA89,ENAR,89,And those who believe and do good deeds – they are the People of Paradise; they will abide in it forever.
ENAR90,QA90,ENAR,90,"And (remember) when We took a covenant from the Descendants of Israel that, “Do not worship anyone except Allah; and be good to parents, relatives, orphans and the needy, and speak kindly to people and keep the prayer established and pay the charity”; thereafter you retracted, except some of you; and you are those who turn away."
ENAR91,QA91,ENAR,91,"And when We took a covenant from you that, “Do not shed the blood of your own people nor turn out your own people from your colonies”; you then acknowledged it and you are witnesses."
ENAR92,QA92,ENAR,92,"Then it is you who began slaying each other and you drive out a group of your people from their homeland – providing support against them (to their opponents) through sin and injustice; and if they come to you as captives you redeem them, whereas their expulsion itself is forbidden to you; so do you believe in some of Allah’s commands and disbelieve in some? So what is the reward of those who do so, except disgrace in this world? And on the Day of Resurrection they will be assigned to the most grievous punishment; and Allah is not unaware of your deeds."
ENAR93,QA93,ENAR,93,"These are the people who bought the worldly life in exchange of the Hereafter – so their punishment will not be lightened, nor will they be helped."
ENAR94,QA94,ENAR,94,"And indeed We gave Moosa (Moses) the Book and subsequent to him, sent Noble Messengers one after another – and We gave Eisa (Jesus), the son of Maryam (Mary), clear proofs and supported him with the Holy Spirit; so when a Noble Messenger from Allah comes to you bringing what you yourselves do not desire, you grow arrogant; so you disbelieve in a group of the Prophets and another group of Prophets you slay!"
ENAR95,QA95,ENAR,95,"And the Jews said, “Our hearts are covered”; in fact Allah has cursed them because of their disbelief, so only a few of them accept faith."
ENAR96,QA96,ENAR,96,"And when the Book from Allah (the Holy Qu’ran) came to them, which confirms the Book in their possession (the Taurat / Torah) – and before that they used to seek victory through the medium of this very Prophet (Mohammed – peace and blessings be upon him) over the disbelievers; so when the one whom they fully recognised (the Holy Prophet) came to them, they turned disbelievers – therefore Allah’s curse is upon the disbelievers."
ENAR97,QA97,ENAR,97,"How abject is the price for which they exchange their lives that they should disbelieve in what Allah has sent down, jealous that Allah should reveal of His grace to whomever He wills of His bondmen! So they deserved wrath upon wrath; and for the disbelievers is a disgraceful punishment."
ENAR98,QA98,ENAR,98,"And when it is said to them, “Believe in what Allah has sent down"", they say, “We believe in what was sent down to us, and disbelieve in the rest” – whereas it is the Truth confirming what they possess! Say (to them, O dear Prophet Mohammed – peace and blessings be upon him), “Why did you then martyr the earlier Prophets, if you believed in your Book?”"
ENAR99,QA99,ENAR,99,"And indeed Moosa came to you with clear signs, and after it you worshipped the calf – and you were unjust."
ENAR100,QA100,ENAR,100,"And remember when We made a covenant with you and raised the Mount Tur (Sinai) above you; “Accept and hold fast to what We give you, and listen”; they said, “We hear and we disobey”; and the calf was still embedded in their hearts because of their disbelief; say (O dear Prophet Mohammed – peace and blessings be upon him), “What an evil command is what your faith orders you, if you are believers!”"
ENAR101,QA101,ENAR,101,"Say (O dear Prophet Mohammed – peace and blessings be upon him), “If the abode of the Hereafter in the sight of Allah is for you alone and none else, then long for death if you are truthful!”"
ENAR102,QA102,ENAR,102,"And they will never long for it, because of the evil deeds they have done in the past; and Allah knows the unjust, very well."
ENAR103,QA103,ENAR,103,And you will surely find them the greediest among mankind for life; and (likewise) among the polytheists (idolaters); each one of them yearns to live a thousand years; and the grant of such age will not distance him from the punishment; and Allah is seeing their misdeeds.
ENAR104,QA104,ENAR,104,"Say (O dear Prophet Mohammed – peace and blessings be upon him), “Whoever is an enemy to Jibreel (Gabriel)” – for it is he who has brought down this Qu’ran to your heart by Allah’s command, confirming the Books before it, and a guidance and glad tidings to Muslims. –"
ENAR105,QA105,ENAR,105,"“Whoever is an enemy to Allah, and His angels and His Noble Messengers, and Jibreel and Mikaeel (Michael) -, then (know that), Allah is an enemy of the disbelievers.”"
ENAR106,QA106,ENAR,106,We have indeed sent down to you clear signs; and none will disbelieve in them except the sinners.
ENAR107,QA107,ENAR,107,"And is it that whenever they make a covenant, only a group of them throws it aside? In fact, most of them do not have faith."
ENAR108,QA108,ENAR,108,"And when a Noble Messenger from Allah came to them, confirming the Book(s) which they possessed, a group of those who have received the Book(s) flung the Book of Allah behind their backs as if they were totally unaware!"
ENAR109,QA109,ENAR,109,"And they followed what the devils used to read during the rule of Sulaiman (Solomon – peace and blessings be upon him); and Sulaiman did not disbelieve, but the devils disbelieved – they teach people magic; and that which was sent down to the two angels, Harut and Marut in Babylon; and the two (angels) never taught a thing to anyone until they used to say, “We are only a trial, therefore do not lose your faith” and they used to learn from them that by which they cause division between man and his wife; and they cannot harm anyone by it except by Allah’s command; and they learn what will harm them, not benefit them; and surely they know that whoever bargains for this will not have a share in the Hereafter; and for what an abject thing they have sold themselves; if only they knew!"
ENAR110,QA110,ENAR,110,"And had they believed and been pious, then the recompense from Allah is extremely good; if only they knew!"
ENAR111,QA111,ENAR,111,"O People who Believe, do not say (to the Prophet Mohammed- peace and blessings be upon him), “Raena (Be considerate towards us)” but say, “Unzurna (Look mercifully upon us)"", and listen attentively from the start; and for the disbelievers is a painful punishment. (To disrespect the Holy Prophet – peace and blessings be upon him – is blasphemy.)"
ENAR112,QA112,ENAR,112,Those who disbelieve – the People given the Book(s) or the polytheists – do not wish that any good be sent down upon you from your Lord; and Allah chooses whomever He wills by His Mercy; and Allah is the Most Munificent.
ENAR113,QA113,ENAR,113,"When We abrogate a verse or cause it to be forgotten, We will bring one better than it or one similar; do you not know that Allah is Able to do all things?"
ENAR114,QA114,ENAR,114,"Do you not know that for Allah only is the kingship of the heavens and the earth? And except Allah, you have neither a protector nor any supporter?"
ENAR115,QA115,ENAR,115,Do you wish to ask your Noble Messenger a question similar to what Moosa was asked before? And whoever chooses disbelief instead of faith has gone astray from the Right Path.
ENAR116,QA116,ENAR,116,"Many among People given the Book(s) wished to turn you to disbelief after you had accepted faith; out of hearts’ envy, after the truth has become very clear to them; so leave them and be tolerant, until Allah brings His command; indeed Allah is Able to do all things."
ENAR117,QA117,ENAR,117,"And keep the prayer established, and pay the charity; and whatever good you send ahead for yourselves, you will find it with Allah; indeed Allah is seeing your deeds."
ENAR118,QA118,ENAR,118,"And the People given the Book(s) said, “None will enter Paradise unless he is a Jew or a Christian”; these are their own imaginations; say (O dear Prophet Mohammed – peace and blessings be upon him), “Bring your proof, if you are truthful.”"
ENAR119,QA119,ENAR,119,"Yes, why not? Whoever submits his face for the sake of Allah, and is virtuous, his reward is with his Lord; and there shall be no fear upon them nor shall they grieve."
ENAR120,QA120,ENAR,120,"And the Jews said, “The Christians are nothing” – and the Christians said, “The Jews are nothing” whereas they both read the Book; and the ignorant spoke similarly; so Allah will judge between them on the Day of Resurrection, concerning the matter in which they dispute."
ENAR121,QA121,ENAR,121,"And who is more unjust than one who prevents the name of Allah being mentioned in the mosques, and strives for their ruin? It did not befit them to enter the mosques except in fear; for them is disgrace in this world, and a terrible punishment in the Hereafter."
ENAR122,QA122,ENAR,122,"And the East and the West, all belong to Allah – so whichever direction you face, there is Allah’s Entity (Allah’s Mercy is directed towards you); indeed Allah is the All Capable, (His powers and reach are limitless), the All Knowing."
ENAR123,QA123,ENAR,123,"And they said, “Allah has taken an offspring for Himself” – Purity is to Him! In fact, all that is in the heavens and the earth, is His dominion; all are submissive to Him."
ENAR124,QA124,ENAR,124,"The Originator of the heavens and the earth – and when He commands a thing, He only says to it, “Be"", and it thereupon happens."
ENAR125,QA125,ENAR,125,"And the ignorant people said, “Why does not Allah speak to us, or some sign come to us?” Those before them had also spoken in the same way as they speak; their hearts (and of those before them) are all alike; undoubtedly, We have made the signs clear for the people who have faith."
ENAR126,QA126,ENAR,126,"Undoubtedly, We have sent you (O dear Prophet Mohammed – peace and blessings be upon him) with the truth, giving glad tidings and conveying warning, and you will not be questioned about the people of hell."
ENAR127,QA127,ENAR,127,"And never will the Jews or the Christians be pleased with you, until you follow their religion; say, “The guidance of Allah only is the (true) guidance”; and were you (the followers of this Prophet) to follow their desires after the knowledge has come to you, you would then not have a protector or aide against Allah."
ENAR128,QA128,ENAR,128,"Those to whom We have given the Book, read it in the manner it should be read; it is they who believe in it; and those who deny it – it is they who are the losers."
ENAR129,QA129,ENAR,129,O Descendants of Israel! Remember the favour of Mine which I bestowed upon you and made you superior to all others of your time. (By sending Noble Messengers among you).
ENAR130,QA130,ENAR,130,"And fear the day when no soul will be exchanged for another, nor will they be set free in lieu of compensation, nor will any intercession benefit the disbelievers, nor will they be helped."
ENAR131,QA131,ENAR,131,"And (remember) when Ibrahim’s (Abraham’s) Lord tested him in some matters and he fulfilled them; He said, “I am going to appoint you as a leader for mankind”; invoked Ibrahim, “And of my offspring”; He said, “My covenant does not include the unjust (wrong-doers).”"
ENAR132,QA132,ENAR,132,"And remember when We made this House (at Mecca) a recourse for mankind and a sanctuary; and take the place where Ibrahim stood, as your place of prayer; and We imposed a duty upon Ibrahim and Ismail (Ishmael), to fully purify My house for those who go around it, and those who stay in it (for worship), and those who bow down and prostrate themselves."
ENAR133,QA133,ENAR,133,"And (remember) when Ibrahim prayed, “My Lord! Make this city a place of security and bestow upon its people various fruits as providence – for those among them who believe in Allah and the Last Day (of Resurrection)”; He answered, “And whoever disbelieves, I shall provide him also some subsistence and then compel him towards the punishment of fire (hell); and that is a wretched place to return.”"
ENAR134,QA134,ENAR,134,"And (remember) when Ibrahim was raising the foundations of the House, along with Ismail; (saying), “Our Lord! Accept it from us; indeed You only are the All Hearing, the All Knowing.”"
ENAR135,QA135,ENAR,135,"“Our Lord! And make us submissive towards you and from our offspring a nation obedient to You – and show us the ways of our worship, and incline towards us with Your mercy; indeed You only are the Most Acceptor of Repentance, the Most Merciful.”"
ENAR136,QA136,ENAR,136,"“Our Lord! And send towards them a Noble Messenger, from amongst them, to recite to them Your verses, and to instruct them in Your Book and sound wisdom*, and to fully purify them; indeed You only are the Almighty, the Wise.” (The traditions of the Holy Prophet – sunnah and hadith – are called wisdom.)"
ENAR137,QA137,ENAR,137,And who will renounce the religion of Ibrahim except him who is a fool at heart? We indeed chose him (Ibrahim) in this world; and indeed in the Hereafter he is among those worthy of being closest to Us.
ENAR138,QA138,ENAR,138,"When his Lord said to him, “Submit”, he said, “I have submitted to the Lord Of The Creation.”"
ENAR139,QA139,ENAR,139,"And Ibrahim willed the same religion upon his sons, and also did Yaqub (Jacob); (saying), “O my sons – indeed Allah has chosen this religion for you; therefore do not die except as Muslims (those who submit to Him).”"
ENAR140,QA140,ENAR,140,"In fact, some of you yourselves were present when death approached Yaqub and when he said to his sons, “What will you worship after me?” They said, “We shall worship Him Who is your God, and is the God of your fathers, Ibrahim and Ismail and Ishaq (Isaac) – the One God; and to Him we have submitted ourselves.”"
ENAR141,QA141,ENAR,141,"This was a nation that has passed away; for them is what they earned, and yours is what you earn; and you will not be questioned about their deeds."
ENAR142,QA142,ENAR,142,"And the People given the Book(s) said, “Become Jews or Christians – you will attain the right path”; say (O dear Prophet Mohammed – peace and blessings be upon him), “No – rather we take the religion of Ibrahim, who was far removed from all falsehood; and was not of the polytheists.”"
ENAR143,QA143,ENAR,143,"Say, “We believe in Allah and what is sent down to us and what was sent down to Ibrahim, and Ismael, and Ishaq, and Yaqub, and to their offspring, and what was bestowed upon Moosa and Eisa (Jesus), and what was bestowed upon other Prophets – from their Lord; we do not make any distinction, in belief, between any of them; and to Allah we have submitted ourselves.”"
ENAR144,QA144,ENAR,144,"And if they believe in the same way you have believed, they have attained guidance; and if they turn away, they are clearly being stubborn; so Allah will soon suffice you (O dear Prophet Mohammed – peace and blessings be upon him) against them; and He only is the All Hearing, the All Knowing."
ENAR145,QA145,ENAR,145,“We have taken the colour (religion) of Allah; and whose colour (religion) is better than that of Allah? And only Him do we worship.”
ENAR146,QA146,ENAR,146,"Say (O dear Prophet Mohammed – peace and blessings be upon him), “What! You dispute with us concerning Allah, whereas He is our Lord and also yours? Our deeds are with us and with you are your deeds; and only to Him do we sincerely belong.”"
ENAR147,QA147,ENAR,147,"“In fact you claim that Ibrahim, and Ismail, and Ishaq, and Yaqub, and their offspring were Jews or Christians”; say, “Do you know better, or does Allah?”; and who is more unjust than one who has the testimony from Allah and he hides it? And Allah is not unaware of your deeds."
ENAR148,QA148,ENAR,148,"They were a group that has passed away; for them is what they earned, and for you is what you earn; and you will not be questioned about their deeds."
ENAR149,QA149,ENAR,149,"So now the foolish people will say, “What has turned the Muslims away from the qiblah (prayer direction) which they formerly observed?”; proclaim, “To Allah only belong the East and the West; He guides whomever He wills upon the Straight Path.”"
ENAR150,QA150,ENAR,150,"And so it is that We have made you the best nation* for you are witnesses** against mankind, and the Noble Messenger is your guardian and your witness; and (O dear Prophet Mohammed – peace and blessings be upon him) We had appointed the qiblah which you formerly observed only to see (test) who follows the Noble Messenger, and who turns away; and it was indeed hard except for those whom Allah guided; and it does not befit Allah’s Majesty to waste your faith! Indeed Allah is Most Compassionate, Most Merciful towards mankind. (* The best Ummah is that of Prophet Mohammed – peace and blessings be upon him. ** The Holy Prophet is a witness from Allah.)"
ENAR151,QA151,ENAR,151,"We observe you turning your face, several times towards heaven (O dear Prophet Mohammed – peace and blessings be upon him); so We will definitely make you turn (for prayer) towards a qiblah which pleases you; therefore now turn your face towards the Sacred Mosque (in Mecca); and O Muslims, wherever you may be, turn your faces (for prayer) towards it only; and those who have received the Book surely know that this is the truth from their Lord; and Allah is not unaware of their deeds. (Allah seeks to please the Holy Prophet – peace and blessings be upon him.)"
ENAR152,QA152,ENAR,152,"And even if you were to bring all the signs to the People given the Book(s), they would not follow your qiblah; nor should you follow their qiblah; nor do they follow each others qiblah; and were you (the followers of this Prophet) to follow their desires after having received knowledge, you would then surely be unjust."
ENAR153,QA153,ENAR,153,Those to whom We gave the Book(s) recognise the Prophet (Mohammed – peace and blessings be upon him) as men (or they) recognise their own sons; and undoubtedly a group among them purposely conceals the truth.
ENAR154,QA154,ENAR,154,"This is the Truth from your Lord, therefore (O those who listen) beware – do not be in doubt."
ENAR155,QA155,ENAR,155,"And each one has a direction towards which he inclines, therefore strive to surpass others in good deeds; Allah will bring you all together, wherever you may be; indeed Allah may do as He wills."
ENAR156,QA156,ENAR,156,"And wherever you come from, turn your face towards the Sacred Mosque; and indeed it is the truth from your Lord; and Allah is not unaware of your deeds."
ENAR157,QA157,ENAR,157,"And O dear Prophet (Mohammed – peace and blessings be upon him) wherever you come from, turn your face towards the Sacred Mosque; and wherever you may be, O Muslims, turn your faces towards it only, so that people may not have an argument against you – except those among them who do injustice; therefore do not fear them, and fear Me; and this is in order that I complete My favour upon you and that you may attain guidance. –"
